Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
10454,Yahoo,"Apple, Danish board disagree over iBook flaw \
    (InfoWorld)\
","InfoWorld - Apple does not agree that a manufacturing defect caused power failures in an iBook G4 laptop sold in Denmark, but it refunded the customer&#39;s money, said the country&#39;s Consumer Complaints Board.",5,2007-09-20 03:27:34,"apple, danish board disagree over ibook flaw \
    (infoworld)\
 infoworld - apple does not agree that a manufacturing defect caused power failures in an ibook g4 laptop sold in denmark, but it refunded the customer&#39;s money, said the country&#39;s consumer complaints board.",33,64,213,0.29906542056074764
10455,Reuters,"Palestinians blow up border wall, flood into Egypt","RAFAH, Gaza (Reuters) - Palestinian gunmen blew up a section of the border wall between the Gaza Strip and Egypt on Wednesday, allowing tens of thousands of Palestinians to cross freely into Egypt, witnesses said.",5,2008-01-23 11:07:58,"palestinians blow up border wall, flood into egypt rafah, gaza (reuters) - palestinian gunmen blew up a section of the border wall between the gaza strip and egypt on wednesday, allowing tens of thousands of palestinians to cross freely into egypt, witnesses said.",35,50,213,0.2336448598130841
10456,CNN,Kerik: Withdrawing &#39;was the right thing to do&#39;,Former Department of Homeland Security secretary nominee Bernard Kerik said Saturday withdrawing from consideration for the post &quot;was the right thing to do&quot; after he found out a person he employed as a nanny and housekeeper had a ,5,2004-12-11 20:50:09,kerik: withdrawing &#39;was the right thing to do&#39; former department of homeland security secretary nominee bernard kerik said saturday withdrawing from consideration for the post &quot;was the right thing to do&quot; after he found out a person he employed as a nanny and housekeeper had a ,38,54,240,0.22406639004149378
10457,Boston,Bomb kills 11 soldiers in Kashmir,"SRINAGAR -- A roadside bomb blew up an army patrol car in a predawn attack today in disputed Kashmir, killing an army major and 10 other men, police said. The blast in Wachi village, located 40 miles south of Srinagar, left a 10-foot wide crater in the road, police officer Imtiyaz Ahmed said. No one immediately claimed responsibility, but police ...",5,2004-12-05 09:52:51,"bomb kills 11 soldiers in kashmir srinagar -- a roadside bomb blew up an army patrol car in a predawn attack today in disputed kashmir, killing an army major and 10 other men, police said. the blast in wachi village, located 40 miles south of srinagar, left a 10-foot wide crater in the road, police officer imtiyaz ahmed said. no one immediately claimed responsibility, but police ...",61,33,351,0.09375
10458,Reuters,Suicide Bombers Kill 21 People in Iraq," HILLA, Iraq (Reuters) - Suicide bombers killed 21 people in  attacks on an Iraqi police academy and a checkpoint on  Wednesday, part of a campaign to derail Jan. 30 elections which  Iraq's prime minister vowed will go ahead.",5,0000-00-00 00:00:00,"suicide bombers kill 21 people in iraq  hilla, iraq (reuters) - suicide bombers killed 21 people in  attacks on an iraqi police academy and a checkpoint on  wednesday, part of a campaign to derail jan. 30 elections which  iraq's prime minister vowed will go ahead.",38,38,225,0.168141592920354
10459,Reuters,Bloodiest Day for U.S. Troops in Iraq; 37 Dead, BAGHDAD (Reuters) - Thirty-one U.S. troops died in a  helicopter crash in Iraq and six more were killed in insurgent  attacks on the deadliest day for American forces since they  invaded the country 22 months ago.,5,2005-01-27 08:14:02,bloodiest day for u.s. troops in iraq; 37 dead  baghdad (reuters) - thirty-one u.s. troops died in a  helicopter crash in iraq and six more were killed in insurgent  attacks on the deadliest day for american forces since they  invaded the country 22 months ago.,36,46,214,0.21395348837209302
10460,Yahoo,"SKorea's Rain to star in Hollywood film \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20080214/ap_en_mu/people_rain""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080213/capt.401e2e60aa684cbfbd189e8b45267e3e.south_korea_rain_sel112.jpg?x=106&y=130&q=85&sig=Rbon60T9.7Rvo_hDGIayaw--"" align=""left"" height=""130"" width=""106"" alt=""Rain, South Korea's foremost entertainer recently dubbed one of the world's most beautiful people, speaks during a press conference in Seoul, South Korea, Wednesday, Feb. 13, 2008. Rain has clinched a leading role in a Hollywood flick scheduled to begin shooting later this year, his U.S. promotion agency, William Morris Agency,  said Wednesday.(AP Photo/Ahn Young-joon)"" border=""0"" /></a>AP - SEOUL, South Korea (AP) Â South Korean pop star and actor Rain has been cast in his first leading role in a Hollywood film, set to begin shooting later this year, his agency said Thursday.</p><br clear=""all""/>",5,2008-02-14 11:17:26,"skorea's rain to star in hollywood film \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20080214/ap_en_mu/people_rain""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080213/capt.401e2e60aa684cbfbd189e8b45267e3e.south_korea_rain_sel112.jpg?x=106&y=130&q=85&sig=rbon60t9.7rvo_hdgiayaw--"" align=""left"" height=""130"" width=""106"" alt=""rain, south korea's foremost entertainer recently dubbed one of the world's most beautiful people, speaks during a press conference in seoul, south korea, wednesday, feb. 13, 2008. rain has clinched a leading role in a hollywood flick scheduled to begin shooting later this year, his u.s. promotion agency, william morris agency,  said wednesday.(ap photo/ahn young-joon)"" border=""0"" /></a>ap - seoul, south korea (ap) â south korean pop star and actor rain has been cast in his first leading role in a hollywood film, set to begin shooting later this year, his agency said thursday.</p><br clear=""all""/>",100,52,937,0.05543710021321962
10461,Reuters,Softbank to raise billions on Vodafone," TOKYO (Reuters) - Japanese telecoms and Internet   conglomerate Softbank Corp. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=9984.T&target=/stocks/quickinfo/fullquote"">9984.T</A> plans to raise about 1.4   trillion yen (6.31 billion pounds) by securitizing the cash   flow of its Vodafone Japan operations, a source close to the   matter said on Tuesday.",5,2006-09-26 10:38:27,"softbank to raise billions on vodafone  tokyo (reuters) - japanese telecoms and internet   conglomerate softbank corp. <a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=9984.t&target=/stocks/quickinfo/fullquote"">9984.t</a> plans to raise about 1.4   trillion yen (6.31 billion pounds) by securitizing the cash   flow of its vodafone japan operations, a source close to the   matter said on tuesday.",41,38,372,0.10187667560321716
10462,Yahoo,"Dodgers hand Pirates 11th straight loss \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20060625/ap_on_sp_ba_ga_su/bbn_pirates_dodgers""><img src=""http://us.news3.yimg.com/us.i2.yimg.com/p/ap/20060625/capt.d39fd6718fbf41d2b0653a14448444a2.pirates_dodgers_baseball_lad105.jpg?x=130&amp;y=103&amp;sig=usZJaiRnjUigUhzS5NWCxQ--"" align=""left"" height=""103"" width=""130"" alt=""Los Angeles Dodgers' Russell Martin (55) and Ramon Martinez (18) are congratulated after they scored against the Pittsburgh Pirates in the fourth inning of a baseball game Sunday, June 25, 2006, in Los Angeles. (AP Photo/Ric Francis)"" border=""0"" /></a>AP - Nomar Garciaparra hit his 200th home run, Rafael Furcal and Ramon Martinez each had two RBIs and the Los Angeles Dodgers beat Pittsburgh 7-4 Sunday, handing the plummeting Pirates their 11th straight loss.</p><br clear=all>",5,2006-06-26 01:27:03,"dodgers hand pirates 11th straight loss \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20060625/ap_on_sp_ba_ga_su/bbn_pirates_dodgers""><img src=""http://us.news3.yimg.com/us.i2.yimg.com/p/ap/20060625/capt.d39fd6718fbf41d2b0653a14448444a2.pirates_dodgers_baseball_lad105.jpg?x=130&amp;y=103&amp;sig=uszjairnjuiguhzs5nwcxq--"" align=""left"" height=""103"" width=""130"" alt=""los angeles dodgers' russell martin (55) and ramon martinez (18) are congratulated after they scored against the pittsburgh pirates in the fourth inning of a baseball game sunday, june 25, 2006, in los angeles. (ap photo/ric francis)"" border=""0"" /></a>ap - nomar garciaparra hit his 200th home run, rafael furcal and ramon martinez each had two rbis and the los angeles dodgers beat pittsburgh 7-4 sunday, handing the plummeting pirates their 11th straight loss.</p><br clear=all>",80,52,843,0.061611374407582936
10463,Reuters,Conrad Black's U.S. trial hinges on executive graft,"CHICAGO (Reuters) - Fallen press baron Conrad Black goes on trial this week in Chicago, insisting that charges of pilfering $84 million in proceeds from his crumbling media empire represent the persecution of the powerful.",5,2007-03-12 15:37:09,"conrad black's u.s. trial hinges on executive graft chicago (reuters) - fallen press baron conrad black goes on trial this week in chicago, insisting that charges of pilfering $84 million in proceeds from his crumbling media empire represent the persecution of the powerful.",35,51,222,0.22869955156950672
10464,Kiwibox, Sharon Stone Sues Doctor,46-year-old actress Sharon Stone is suing Beverly Hills Dr. Renato Calabria claiming that the doctor contacted magazines Us Weekly and In Touch to suggest that he performed a facelift on her.  Neither of the articles state that Calabria admitted to doi...,5,0000-00-00 00:00:00, sharon stone sues doctor 46-year-old actress sharon stone is suing beverly hills dr. renato calabria claiming that the doctor contacted magazines us weekly and in touch to suggest that he performed a facelift on her.  neither of the articles state that calabria admitted to doi...,41,25,255,0.09765625
10465,Reuters,Shareholder group wants clarity on UBS writedowns,"ZURICH (Reuters) - Shareholder advocacy group Ethos urged more clarity from UBS over its subprime losses, increasing pressure on the bank over heavy writedowns which have hammered its share price.",5,2007-12-20 11:08:31,"shareholder group wants clarity on ubs writedowns zurich (reuters) - shareholder advocacy group ethos urged more clarity from ubs over its subprime losses, increasing pressure on the bank over heavy writedowns which have hammered its share price.",30,49,196,0.24873096446700507
10466,Yahoo,"Asian Governments Promote Open Source Development \
    (PC World)\
","PC World - Asian governments are pivotal to Red Hat Inc.'s goal of earning 60 percent of its revenue from outside the US by the end of 2009, said Matthew Szulik, the company's chairman, chief executive officer, and president, in a conference call on Thursday.",5,2007-10-28 04:30:29,"asian governments promote open source development \
    (pc world)\
 pc world - asian governments are pivotal to red hat inc.'s goal of earning 60 percent of its revenue from outside the us by the end of 2009, said matthew szulik, the company's chairman, chief executive officer, and president, in a conference call on thursday.",45,68,259,0.26153846153846155
10467,Yahoo,"Go for Gifts That Get Kids Hopping \
    (HealthDay)\
","HealthDay - SUNDAY, Dec. 10 (HealthDay News) -- This Christmas, experts are\
advising that Santa skip the video games and bring kids toys that exercise\
more than just their thumbs.",5,2006-12-10 16:46:25,"go for gifts that get kids hopping \
    (healthday)\
 healthday - sunday, dec. 10 (healthday news) -- this christmas, experts are\
advising that santa skip the video games and bring kids toys that exercise\
more than just their thumbs.",30,54,181,0.2967032967032967
